full,lats,lngs
"2210 N Aspen Ave, Broken Arrow, OK 74012",36.074344635,-95.815864563
"19260 Timbercrest Cir, Catoosa, OK 74015",36.1640510559,-95.7632446289
"3890 Union Deposit Rd, Harrisburg, PA  17109",40.2784437686,-76.8247941881
"4701 Lindle Rd, Harrisburg, PA  17111",40.2428092957,-76.8014068604
"2499 Lincoln Hwy E, Lancaster, PA  17602",40.0225308537,-76.1930561811
"1021 Dillerville Rd, Lancaster, PA  17603",40.0531768799,-76.3230819702
"708 Davis St, Scranton, PA  18505",41.376373291,-75.6914367676
"742 Davis St, Scranton, PA  18505",41.3754920959,-75.6896972656
"255 Murtland Ave, Washington, PA  15301",40.1823744178,-80.2310393751
"430 Racetrack Rd, Washington, PA  15301",40.2222729474,-80.2081815898
"1300 Lincoln Way E, Chambersburg, PA 17202",39.9278294295,-77.6308583468
"933 S State St, Clarks Summit, PA 18411",41.4877586067,-75.695521161
"1249 Harrisburg Pike, Carlisle, PA 17013",40.2344932556,-77.1328582764
"2101 Cherry Ln, Hellertown, PA 18055",40.593624115,-75.3389434814
"2101 Cherry Ln, Bethlehem, PA 18015",40.593624115,-75.3389434814
"1783 Airport Rd, Allentown, PA 18109",40.6372120231,-75.4353931546
"841 Sharon New Castle Rd, Farrell, PA 16121",41.2145085633,-80.4836464673
"145 S Main St, Jersey Shore, PA 17740",41.2016681582,-77.2536874563
"1710 Richland Ave W, Aiken, SC  29801",33.5665626526,-81.7438278198
"105 Frontage Rd, Aiken, SC  29801",33.6384658813,-81.7388381958
"2519 Whiskey Rd, Aiken, SC  29803",33.5069274902,-81.7110443115
"2676 Columbia Hwy N, Aiken, SC  29805",33.6647644043,-81.6736679077
"4620 Clemson Blvd, Anderson, SC  29621",34.5763664246,-82.712272644
"4540 N Highway 81, Anderson, SC  29621",34.6292837709,-82.6012290269
"2 Justice Ln, Anderson, SC  29621",34.5762825012,-82.6899032593
"3025 N Main St, Anderson, SC  29621",34.5359916687,-82.6674957275
"N Main St, Anderson, SC  29625",34.5250396729,-82.6580276489
"1921 Boiling Springs Rd, Boiling Springs, SC  29316",35.0172119141,-81.9619522095
"8682 Asheville Hwy, Boiling Springs, SC  29316",35.0018081665,-82.0057830811
"2207 Airport Blvd, Cayce, SC  29033",33.9528789371,-81.0967169702
"1837 Airport Blvd, Cayce, SC  29033",33.9603500366,-81.0881195068
"2357 W Aviation Ave, Charleston, SC  29406",32.9013483971,-80.0279311091
"2357 Aviation Avenue, Charleston, SC  29406",32.9013483971,-80.0279311091
"8994 University Blvd, Charleston, SC  29406",32.9766654968,-80.066192627
"7391 Northwoods Blvd, Charleston, SC  29406",32.9361457825,-80.0458526611
"325 Savannah Hwy, Charleston, SC  29407",32.7807922363,-79.9661178589
"2229 Savannah Hwy, Charleston, SC  29414",32.7909202576,-80.0397186279
"12528 Highway 56 N, Clinton, SC  29325",34.5047830045,-81.8601621687
"804 S Broad St, Clinton, SC  29325",34.4606231153,-81.8785715103
"8600 Farrow Rd, Columbia, SC  29203",34.0960884094,-80.9616241455
"7271 Garners Ferry Rd, Columbia, SC  29209",33.971118927,-80.9510040283
"7428 Garners Ferry Rd, Columbia, SC  29209",33.9659423828,-80.9431838989
"1805 Bush River Rd, Columbia, SC  29210",34.0305900574,-81.1173553467
"205 Stoneridge Dr, Columbia, SC  29210",34.0154151917,-81.0765304565
"491 Piney Grove Rd, Columbia, SC  29210",34.0684043616,-81.1391361058
"2351 Broad River Rd, Columbia, SC  29210",34.0412025452,-81.0972290039
"778 Saint Andrews Rd, Columbia, SC  29210",34.043762207,-81.1200408936
"4505 Broad River Rd, Columbia, SC  29210",34.0670852661,-81.1182098389
"8208 2 Notch Rd, Columbia, SC  29223",34.0840161592,-80.9387227893
"7505 Two Notch Rd, Columbia, SC  29223",34.0760269165,-80.9460525513
"4229 Hard Scrabble Rd, Columbia, SC  29223",34.1391029358,-80.914855957
"101 Clemson Rd, Columbia, SC  29229",34.0982666016,-80.856628418
"1395 E Main St, Duncan, SC  29334",34.916973114,-82.1102752686
"1530 E Main St, Duncan, SC  29334",34.9096794128,-82.1036376953
"2900 W Radio Dr, Florence, SC  29501",34.1882743835,-79.8363342285
"1815 W Lucas St, Florence, SC  29501",34.226995334,-79.7959750146
"1522 W Floyd Baker Blvd, Gaffney, SC  29341",35.0907058716,-81.6619873047
"944 Hyatt St, Gaffney, SC  29341",35.0805915892,-81.7044056207
"1610 White Horse Rd, Greenville, SC  29605",34.7927818298,-82.4171905518
"536 Haywood Rd, Greenville, SC  29607",34.8465843201,-82.3396224976
"18 Roper Mountain Rd, Greenville, SC  29607",34.837097168,-82.3153762817
"1627 Woodruff Rd, Greenville, SC  29607",34.8199539185,-82.2747573853
"2815 Laurens Rd, Greenville, SC  29607",34.8117523193,-82.3340301514
"1115 Woodruff Rd, Greenville, SC  29607",34.8307609558,-82.3049850464
"6119 White Horse Rd, Greenville, SC  29611",34.8521766663,-82.454864502
"5007 Pelham Rd, Greenville, SC  29615",34.8583488464,-82.2577438354
"8006 White Horse Rd, Greenville, SC  29617",34.8934898376,-82.4669876099
"2703 Wade Hampton Blvd, Greenville, SC  29687",34.8982887268,-82.3400192261
"447 Bypass 72 Nw, Greenwood, SC  29649",34.2091613263,-82.1830371022
"1108 Bypass 25 Ne, Greenwood, SC  29649",34.2081501335,-82.1451274306
"1133 W Wade Hampton Blvd, Greer, SC  29650",34.942295,-82.256332
"705 N Main St, Greer, SC  29651",34.9489125609,-82.2249566764
"1509 Hwy 101 S, Greer, SC  29651",34.8962876201,-82.1640544385
"5475 Sunset Blvd, Lexington, SC  29072",33.9980354309,-81.2180557251
"5045 Augusta Rd, Lexington, SC  29072",33.9780883789,-81.199508667
"1036 S Lake Dr, Lexington, SC  29073",33.9565200806,-81.2330703735
"529 Highway 601 S, Lugoff, SC  29078",34.1916770935,-80.6889038086
"525 Highway 601 S, Lugoff, SC  29078",34.1924629211,-80.6884765625
"Paxville Hwy, Manning, SC  29102",33.7001113892,-80.236831665
"3021 Paxville Hwy, Manning, SC  29102",33.7032752484,-80.2443833649
"608 Highway 17 N, Myrtle Beach, SC  29575",33.6170616746,-78.9769242704
"608 Highway 17 N, Myrtle Beach, SC  29575",33.6170616746,-78.9769242704
"110 Seaborn Dr, Myrtle Beach, SC  29579",33.7567531317,-78.9675620198
"105 N Strand Pkwy, Myrtle Beach, SC  29588",33.6511210352,-78.9851941913
"2993 Main St, Newberry, SC  29108",34.2829609662,-81.5871005505
"25 Thomas Griffin Rd, Newberry, SC  29108",34.3100740761,-81.5766359121
"960 Edgefield Rd, North Augusta, SC  29841",33.5616673529,-81.9354276359
"321 Georgia Ave, North Augusta, SC  29841",33.4916687012,-81.9712677002
"1171 W Martintown Rd, North Augusta, SC  29841",33.5365486145,-81.9879455566
"7391 Northwoods Blvd, North Charleston, SC  29406",32.9361457825,-80.0458526611
"4755 Arco Ln, North Charleston, SC  29418",32.8662185669,-80.0122528076
"Ashley Phosphate Rd, North Charleston, SC  29418",32.9258499146,-80.0815887451
"2571 Ashley Phosphate Rd, North Charleston, SC  29418",32.9335670471,-80.0517578125
"3211 5 Chop Rd, Orangeburg, SC  29115",33.4572073817,-80.7361342013
"3695 St Matthews Rd, Orangeburg, SC  29118",33.5550644249,-80.8259882033
"7425 Augusta Rd, Piedmont, SC  29673",34.7299880981,-82.3887863159
"103 Assembly Dr, Piedmont, SC  29673",34.7753152996,-82.460295707
"1049 S Anderson Rd, Rock Hill, SC  29730",34.9141001701,-80.9847756475
"2553 Cherry Rd, Rock Hill, SC  29732",34.971824646,-80.9903564453
"3845 Grandview Dr, Simpsonville, SC  29680",34.7182655334,-82.2568054199
"3745 Grandview Dr, Simpsonville, SC  29680",34.7202160209,-82.2582355142
"1819 John B White Sr Blvd, Spartanburg, SC  29301",34.9213600159,-81.9870834351
"8121 Warren H Abernathy Hwy, Spartanburg, SC  29301",34.93491745,-82.0047149658
"208 Exchange Village Dr E, Spartanburg, SC  29301",34.937789917,-82.0651321411
"2230 Chesnee Hwy, Spartanburg, SC  29303",35.0220031738,-81.8951263428
"1344 Boiling Springs Rd, Spartanburg, SC  29303",34.9927864075,-81.9470825195
"1795 Asheville Hwy, Spartanburg, SC  29303",34.9833641052,-81.9706497192
"6780 Pottery Rd, Spartanburg, SC  29303",34.9906539917,-82.0224380493
"2193 Southport Rd, Spartanburg, SC  29306",34.9214897156,-81.8882522583
"1834 E Main St, Spartanburg, SC  29307",34.9675827026,-81.8937683105
"S Main St, Summerville, SC  29483",33.0202789307,-80.1748580933
"1415 N Main St, Summerville, SC  29483",33.0368156433,-80.1524887085
"123 South Main Street, Summerville, SC  29483",33.0197303742,-80.1751488447
"10009 Dorchester Rd, Summerville, SC  29485",32.952098,-80.163726
"1041 Broad St, Sumter, SC  29150",33.9482040405,-80.374206543
"1350 Broad St, Sumter, SC  29150",33.9565048218,-80.3899383545
"1326 Sniders Hwy, Walterboro, SC  29488",32.8801422119,-80.712020874
"1646 Bells Hwy, Walterboro, SC  29488",32.9283488542,-80.6875325739
"3939 Sunset Blvd, West Columbia, SC  29169",34.0079051256,-81.1431091279
"2506 Augusta Rd, West Columbia, SC  29169",33.9822311401,-81.1034469604
"2510 Sunset Blvd, West Columbia, SC  29169",34.0036075562,-81.1087366194
"3949 Platt Springs Rd, West Columbia, SC  29170",33.9401855469,-81.1453475952
"2208 Airport Blvd, West Columbia, SC  29170",33.9533462524,-81.0968933105
"2846 Charleston Hwy, West Columbia, SC  29172",33.9345436096,-81.0773696899
"Yemassee Rd, Yemassee, SC  29945",32.6324691772,-80.8755569458
"41 Yemassee Rd, Yemassee, SC  29945",32.6319379359,-80.8751390129
"6169 Sc-34 E, Ridgeway, SC 29130-7764",34.3073496222,-81.0030287504
"609 Long Point Rd, Mount Pleasant, SC 29464",32.841053009,-79.8592834473
"8185 E Main St, Ridgeland, SC 29936",32.4789123535,-80.9742965698
"1113 Sumter Hwy, Bishopville, SC 29010",34.1968466341,-80.2779525518
"1010 N Mountain St, Blacksburg, SC 29702-9304",35.1461467892,-81.5092085302
"7813 Broad River Rd, Irmo, SC 29063",34.100521,-81.18013
"1300 Hwy 9 Byp, Lancaster, SC 29720-4712",34.7332046181,-80.8007036895
"425 Sumter Hwy, Camden, SC 29020",34.2218066007,-80.5973815173
"10337 Ocean Hwy, Pawleys Island, SC 29585",33.4380760193,-79.1296539307
"309 N Highway 52, Moncks Corner, SC 29461",33.198742345,-79.9921866506
"709 Radford Blvd, Dillon, SC 29536",34.4386048615,-79.371111095
"655 Columbia Ave, Chapin, SC 29036",34.1765708923,-81.3255844116
"1064 Tiger Blvd, Clemson, SC 29631",34.6910057068,-82.8367156982
"2922 Wade Hampton Blvd, Taylors, SC 29687",34.9043121338,-82.3316726685
"120 S Goose Creek Blvd, Goose Creek, SC 29445",32.9909629822,-80.0402603149
"216 Blythewood Rd, Blythewood, SC 29016",34.2145652771,-80.9791946411
"127 Motel Dr, St George, SC 29477",33.194442749,-80.6037902832
"8915 Old Number Six Hwy, Santee, SC 29142",33.4877586365,-80.4750747681
"6207 Highway 221, Roebuck, SC 29376",34.8402381688,-81.9690256566
"1035 By Pass 123, Seneca, SC 29678",34.6931699663,-82.9760355502
"11 Roe Rd, Travelers Rest, SC 29690",34.9610435218,-82.4361497909
"422 College Park Rd, Ladson, SC 29456",33.000793457,-80.0905456543
"326 W Butler Rd, Mauldin, SC 29662",34.7758249193,-82.3173218966
"2905 Church St, Conway, SC 29526",33.8612594604,-79.0931777954
"9355 Asheville Hwy, Inman, SC 29349",35.0230950862,-82.0278357714
"604 Highway 17 S, North Myrtle Beach, SC 29582-3338",33.8246633112,-78.6844950914
"130 W Church St, Batesburg, SC 29006",33.9137025923,-81.530738622
"4390 Jefferson Davis Hwy, Beech Island, SC 29842",33.5045547485,-81.8996887207
"3565 Savannah Hwy, Johns Island, SC 29455",32.8020820618,-80.1079864502
"3204 Lancaster Hwy, Richburg, SC 29729-9038",34.7442995757,-81.031743139
"2344 Boundary St, Beaufort, SC 29902",32.4409753829,-80.7022619247
"1283 Eighteen Mile Rd, Central, SC 29630",34.7080459595,-82.7594070435
"801 Fairview St, Fountain Inn, SC 29644",34.6892738342,-82.216583252
"599 Highway 17, Little River, SC 29566-8038",33.8656196594,-78.6459503174
"21360 Highway 221 N, Laurens, SC 29360",34.5551300049,-82.0065994263
"910 S Pendleton St, Easley, SC 29642",34.8169631958,-82.6018447876
"3693 Us-17-br, Murrells Inlet, SC 29576",33.5673713684,-79.0336303711
"13020 Old Hickory Blvd, Antioch, TN  37013",36.015789032,-86.6206970215
"114 HAYWOOD LN, Antioch, TN  37013",36.0703697205,-86.6866455078
"1114 BELL RD, Antioch, TN  37013",36.0443649292,-86.6632232666
"2024 E 23rd St, Chattanooga, TN  37404",35.0177307129,-85.2810134888
"102 Signal Mountain Rd, Chattanooga, TN  37405",35.0837364197,-85.3182525635
"701 Cherokee Blvd, Chattanooga, TN  37405",35.0702018738,-85.3181304932
"4903 Brainerd Rd, Chattanooga, TN  37411",35.0129508972,-85.2275772095
"6513 Ringgold Rd, Chattanooga, TN  37412",34.9899177551,-85.2079620361
"4343 Highway 58, Chattanooga, TN  37416",35.0838050842,-85.2043075562
"4503 Highway 58, Chattanooga, TN  37416",35.0852775574,-85.1986846924
"28 Birmingham Hwy, Chattanooga, TN  37419",35.0175449252,-85.3817021102
"3805 Cummings Hwy, Chattanooga, TN  37419",35.0198059082,-85.3854064941
"6007 Shallowford Rd, Chattanooga, TN  37421",35.0544166565,-85.1877212524
"7018 Shallowford Rd, Chattanooga, TN  37421",35.0431098938,-85.158493042
"734 N Riverside Dr, Clarksville, TN  37040",36.5395812988,-87.3681411743
"886 Kraft St, Clarksville, TN  37040",36.5415077209,-87.3647613525
"3069 Wilma Rudolph Blvd, Clarksville, TN  37040",36.5946540833,-87.287322998
"3323 Fort Campbell Blvd, Clarksville, TN  37042",36.6376075745,-87.435005188
"1683 Fort Campbell Blvd, Clarksville, TN  37042",36.5804176331,-87.4085998535
"1730 Fort Campbell Blvd, Clarksville, TN  37042",36.5827922523,-87.411281392
"1114 Hwy 76, Clarksville, TN  37043",36.525390625,-87.2257766724
"2680 Georgetown Rd Nw Ste 240, Cleveland, TN  37311",35.191205889,-84.8851199448
"113 James Asbury Dr Nw, Cleveland, TN  37312",35.2122802734,-84.8686065674
"1104 Nashville Hwy, Columbia, TN  38401",35.63671875,-87.0161895752
"811 N James Campbell Blvd, Columbia, TN  38401",35.6276348233,-87.0612122118
"2544 Nashville Hwy, Columbia, TN  38401",35.7098731995,-86.9738082886
"1591 Bear Creek Pike, Columbia, TN  38401",35.6439781189,-86.8945922852
"302 Dubois Rd, Cookeville, TN  38501",36.1366920471,-85.5011367798
"1079 S Willow Ave, Cookeville, TN  38501",36.1391105652,-85.5282592773
"1121 S Jefferson Ave, Cookeville, TN  38506",36.1332511902,-85.5043563843
"2321 Highway 46 S, Dickson, TN  37055",36.0234107971,-87.33959198
"300 Henslee Dr, Dickson, TN  37055",36.0774078369,-87.3763275146
"949 Louisville Hwy, Goodlettsville, TN  37072",36.3508911133,-86.7142562866
"1000 Louisville Hwy, Goodlettsville, TN  37072",36.3521544635,-86.7150188237
"941 Conference Dr, Goodlettsville, TN  37072",36.3246765137,-86.7008056641
"101 Rivergate Dr, Goodlettsville, TN  37072",36.3054122925,-86.7020187378
"465 Gordonsville Hwy, Gordonsville, TN  38563",36.1821327209,-85.9476013184
"500 Gordonsville Hwy, Gordonsville, TN  38563",36.1774554849,-85.9477172792
"5466 Highway 153, Hixson, TN  37343",35.139575,-85.247741
"7035 Highway 153, Hixson, TN  37343",35.1861495972,-85.2474899292
"1724 S Highland Ave, Jackson, TN  38301",35.5643997192,-88.8138122559
"24 Casey Jones Ln, Jackson, TN  38305",35.6601982117,-88.8547286987
"2314 N Highland Ave, Jackson, TN  38305",35.6669070572,-88.8291420043
"2508 N Roan St, Johnson City, TN  37601",36.3500502706,-82.3798368126
"510 N State Of Franklin Rd, Johnson City, TN  37604",36.3131973892,-82.3881402612
"2693 Boones Creek Rd, Johnson City, TN  37615",36.3741226196,-82.4283752441
"4215 W Stone Dr, Kingsport, TN  37660",36.552326,-82.620193
"1668 E Stone Dr, Kingsport, TN  37660",36.5476667136,-82.5179900229
"119 Cedar Ln, Knoxville, TN  37912",36.0133781433,-83.9691162109
"5416 Asheville Hwy, Knoxville, TN  37914",36.0091705322,-83.8433990479
"7102 Maynardville Pike, Knoxville, TN  37918",36.0787467957,-83.9266662598
"7110 Maynardville Pike, Knoxville, TN  37918",36.0798721313,-83.9266815186
"6230 Papermill Dr, Knoxville, TN  37919",35.9375762939,-84.0084686279
"411 N Cedar Bluff Rd, Knoxville, TN  37923",35.9227905273,-84.0938720703
"7416 Strawberry Plains Pike, Knoxville, TN  37924",36.0058283061,-83.7724129111
"7414 Strawberry Plains Pike, Knoxville, TN  37924",36.0056228638,-83.7720565796
"507 Lovell Rd, Knoxville, TN  37932",35.907333374,-84.1475906372
"819 N Cumberland St, Lebanon, TN  37087",36.2212338299,-86.2899731845
"380 Hwy 109, Lebanon, TN  37090",36.1895980835,-86.4106445312
"69 Expressway Dr, Manchester, TN  37355",35.459514,-86.054855
"629 Woodbury Hwy, Manchester, TN  37355",35.4975891113,-86.0875167847
"4314 American Way, Memphis, TN  38118",35.0755462646,-89.9203491211
"5255 Summer Ave, Memphis, TN  38122",35.1552085876,-89.8855743408
"2931 N Germantown Rd, Memphis, TN  38133",35.2057876587,-89.7925415039
"1550 Sycamore View Rd, Memphis, TN  38134",35.167485103,-89.8635526747
"2330 E Morris Blvd, Morristown, TN  37813",36.2210083008,-83.2646789551
"3682 W Andrew Johnson Hwy, Morristown, TN  37814",36.1970672607,-83.3471603394
"400 S Mount Juliet Rd, Mount Juliet, TN  37122",36.1661010236,-86.5144908428
"236 S Mt Juliet Rd, Mount Juliet, TN  37122",36.1684494019,-86.5146942139
"2477 S Church St, Murfreesboro, TN  37127",35.8071899414,-86.3967285156
"2659 S Church St, Murfreesboro, TN  37127",35.7982286811,-86.3986831158
"2210 Armory Dr, Murfreesboro, TN  37129",35.8482475281,-86.4314651489
"2427 Franklin Ln, Murfreesboro, TN  37130",35.8898878098,-86.3708712906
"2012 S Church St, Murfreesboro, TN  37130",35.8166883141,-86.3960941136
"4301 Sidco Dr, Nashville, TN  37204",36.0845603943,-86.7620239258
"4201 Sidco Dr, Nashville, TN  37204",36.0908584595,-86.7621002197
"228 W Trinity Ln, Nashville, TN  37207",36.2066499889,-86.7789385468
"3304 Dickerson Pike, Nashville, TN  37207",36.2358627319,-86.758682251
"238 E Trinity Ln, Nashville, TN  37207",36.2055784464,-86.7651446164
"408 Robertson Ave, Nashville, TN  37209",36.1586418152,-86.8783493042
"6930 Charlotte Pike, Nashville, TN  37209",36.130607605,-86.9012832642
"616 Old Hickory Blvd, Nashville, TN  37209",36.1078453064,-86.9218292236
"790 Old Hickory Blvd, Nashville, TN  37209",36.1214355379,-86.9230261445
"446 Metroplex Dr, Nashville, TN  37211",36.0900917053,-86.6975021362
"318 Harding Pl, Nashville, TN  37211",36.087436676,-86.6933746338
"200 Largo Dr, Nashville, TN  37211",36.0849609375,-86.7021331787
"14991 Old Hickory Blvd, Nashville, TN  37211",36.0450744629,-86.7112426758
"2727 Mcgavock Pike, Nashville, TN  37214",36.215965271,-86.6887969971
"707 Stewarts Ferry Pike, Nashville, TN  37214",36.1542015076,-86.6250839233
"556 Donelson Pike, Nashville, TN  37214",36.1447821558,-86.6668087989
"2340 Elm Hill Pike, Nashville, TN  37214",36.1539726257,-86.6860580444
"816 Murfreesboro Pike, Nashville, TN  37217",36.1358947754,-86.7243804932
"1110 Murfreesboro Pike, Nashville, TN  37217",36.1261482239,-86.7095184326
"5771 Old Hickory Blvd, Nashville, TN  37218",36.2533358485,-86.8967948109
"7676 Us 70, Nashville, TN  37221",36.108001,-86.940704
"828 Hwy 76, White House, TN 37188-9209",36.469497,-86.677391
"1116 Highway 321 N, Lenoir City, TN 37771-6665",35.8276183158,-84.2782641202
"794 Nissan Dr, Smyrna, TN 37167-4407",35.9742584229,-86.492980957
"1832 Holiday Dr, Athens, TN 37303",35.4651947021,-84.6462020874
"10638 Chapman Hwy, Seymour, TN 37865",35.8799057007,-83.7766952515
"1016 Cosby Hwy, Newport, TN 37821",35.9457508475,-83.2057218254
"1914 N Jackson St, Tullahoma, TN 37388",35.3850402832,-86.2317962646
"121 John Mcghee Blvd, Caryville, TN 37714",36.2981314212,-84.2136020958
"705 W Main St, Monteagle, TN 37356",35.2401428223,-85.8488464355
"1848 Decherd Blvd, Decherd, TN 37324",35.2051124573,-86.0933532715
"1123 Smithville Hwy, Mc Minnville, TN 37110",35.6999511719,-85.780921936
"2761 E Andrew Johnson Hwy, Greeneville, TN 37745",36.1804466248,-82.775604248
"3116 N Main St, Crossville, TN 38555",35.9910989553,-85.039023757
"1249 S Germantown Rd, Germantown, TN 38138",35.114896372,-89.8016694188
"309 E Emory Rd, Powell, TN 37849",36.0474662781,-84.00340271
"108 Waldron Rd, La Vergne, TN 37086-3219",36.0171043128,-86.579048261
"3009 Alcoa Hwy, Alcoa, TN 37701",35.8250350952,-83.9775695801
"5100 Hunter Rd, Ooltewah, TN 37363-8829",35.0876545161,-85.0711867958
"2255 N Charles G Seivers Blvd, Clinton, TN 37716",36.1646150798,-84.0852490067
"705 Main St, Tracy City, TN 37387",35.2597973496,-85.7286813855
"643 Highway 92 S, Dandridge, TN 37725-4623",36.0367266834,-83.4357011318
"790 Old Hickory Blvd, Brentwood, TN 37027",36.0410995483,-86.780166626
"644 Nashville Pike, Gallatin, TN 37066-3124",36.382246837,-86.4608158171
"8135 Varnavas Dr, Cordova, TN 38016",35.188167572,-89.7919540405
"3640 Canada Rd, Arlington, TN 38002",35.2247851342,-89.7374727577
"1090 W Main St, Hendersonville, TN 37075-2821",36.3076286316,-86.6552200317
"326 S Illinois Ave, Oak Ridge, TN 37830",36.0059547424,-84.255279541
"1312 Murfreesboro Rd, Franklin, TN 37064-3041",35.91423,-86.826805
"165 Main St, Jasper, TN 37347",35.0437316895,-85.6862182617
"2110 S Coulter St, Amarillo, TX  79106",35.1888275146,-101.920944214
"2108 S Western St, Amarillo, TX  79109",35.1897125244,-101.884521484
"2804 Sw 45th Ave, Amarillo, TX  79110",35.1643180847,-101.869544983
"6310 Hollywood Rd, Amarillo, TX  79118",35.1174583435,-101.905700684
"1807 S Lakeside Dr, Amarillo, TX  79118",35.1937866211,-101.741470337
"1910 N Collins St, Arlington, TX  76011",32.7649842203,-97.097158581
"2221 S Cooper St, Arlington, TX  76013",32.7067604065,-97.1166687012
"2221 N Cooper St, Arlington, TX  76013",32.70676,-97.116668
"4701 Little Rd, Arlington, TX  76017",32.6707474887,-97.2020959854
"8800 Highway 290 W, Austin, TX  78736",30.2334348857,-97.9179822654
"7809 E Ben White Blvd, Austin, TX  78741",30.218290329,-97.6879348755
"8915 N Highway 146, Baytown, TX  77520",29.768409729,-94.9184799194
"7203 Garth Rd, Baytown, TX  77521",29.8057193756,-94.9823455811
"2760 Ih 10 E, Beaumont, TX  77703",30.096818,-94.130905
"3865 Interstate 10 S, Beaumont, TX  77705",30.039632,-94.154342
"3985 College St, Beaumont, TX  77707",30.0680807233,-94.1365134716
"3987 College St, Beaumont, TX  77707",30.0680807233,-94.1365201771
"5875 Highway 105, Beaumont, TX  77708",30.1329364777,-94.1699371338
"3764 Cheek-Sparger Rd, Bedford, TX  76021",32.8654518127,-97.1034393311
"2997 Texas 360, Bedford, TX  76051",32.8405418396,-97.1418609619
"405 NW Renfro St, Burleson, TX  76028",32.54737854,-97.3305282593
"251 W Rendon Crowley Rd, Burleson, TX  76028",32.5772476196,-97.3231887817
"2140 W Northwest Hwy, Dallas, TX  75220",32.864791,-96.902641
"2291 W Northwest Hwy, Dallas, TX  75220",32.861942,-96.890785
"14951 Marsh Ln, Dallas, TX  75234",32.952045,-96.85617
"2362 Valwood Parkway, Dallas, TX  75234",32.9382514954,-96.9011077881
"6801 Harry Hines Blvd, Dallas, TX  75235",32.8236083984,-96.8527297974
"12999 Jupiter Rd, Dallas, TX  75238",32.8727272153,-96.683229357
"1507 Interstate 35 Service Road, Desoto, TX  75115",32.619518,-96.824211
"2199 N Beckley Ave, Desoto, TX  75115",32.5907592773,-96.8228607178
"1216 Oakland Blvd, Fort Worth, TX  76103",32.759593,-97.262306
"9450 White Settlement Rd, Fort Worth, TX  76108",32.7612686157,-97.4798355103
"8600 W. Fwy., Fort Worth, TX  76108",32.738792,-97.467338
"150 E Loop 820, Fort Worth, TX  76112",32.777507,-97.213806
"8501 Benbrook Blvd, Fort Worth, TX  76126",32.6825136691,-97.4609673768
"1220 S Blue Mound Rd, Fort Worth, TX  76131",32.8445587158,-97.3436737061
"3020 Western Center Blvd, Fort Worth, TX  76131",32.860584259,-97.3163757324
"6320 South Fwy, Fort Worth, TX  76134",32.654418,-97.322441
"6250 Lake Worth Blvd, Fort Worth, TX  76135",32.8100738525,-97.4212646484
"5045 N Beach St, Fort Worth, TX  76137",32.8360748291,-97.2911148071
"7661 BOULEVARD 26, Fort Worth, TX  76180",32.832118988,-97.2177047729
"3109 S Jupiter Rd, Garland, TX  75041",32.8780784607,-96.6834259033
"1418 Eastgate Dr, Garland, TX  75041",32.857353,-96.649375
"513 N Plano Rd, Garland, TX  75042",32.9173126221,-96.7009353638
"494 W I-30, Garland, TX  75043",32.8395423889,-96.5945587158
"3970 S Belt Line Rd, Grand Prairie, TX  75052",32.673946,-96.984687
"Belt Line Rd, Grand Prairie, TX  75052",32.693985,-96.985676
"2998 N State Hwy 360 Access Rd, Grand Prairie, TX  75052",32.6695404053,-97.0234527588
"2610 I 20, Grand Prairie, TX  75052",32.678066,-97.045608
"3962 S Belt Line Rd, Grand Prairie, TX  75052",32.6745468378,-96.9851052761
"1000 W State Highway 114, Grapevine, TX  76051",32.9255561829,-97.0869598389
"2840 Westport Pkwy, Grapevine, TX  76092",32.9042816162,-97.0856628418
"5004 Fairmont St, Houston, TX  77005",29.7264537811,-95.4448471069
"1720 College St, Houston, TX  77017",29.652664,-95.249404
"11240 Westheimer Rd, Houston, TX  77042",29.737361,-95.57444
"728 N Sam Houston Pkwy E, Houston, TX  77060",29.9379940033,-95.3841094971
"406 Fm 1960 Rd E, Houston, TX  77073",30.0231222063,-95.4225488752
"10134 Almeda Genoa Rd, Houston, TX  77075",29.6272087097,-95.2349472046
"1015 Highway 6 N, Houston, TX  77079",29.785654068,-95.6455383301
"8411 Highway 6 S, Houston, TX  77083",29.688964,-95.64302
"2000 E Irving Blvd, Irving, TX  75060",32.803661,-96.91613
"2115 Oakhurst Dr, Irving, TX  75061",32.8364028931,-96.9502868652
"4375 W Northgate Dr, Irving, TX  75062",32.8574295044,-97.0094070435
"1001 W H St, La Porte, TX  77571",29.6545181274,-95.0287399292
"1501 W Fairmont Pkwy, La Porte, TX  77571",29.6514186859,-95.0338592529
"3107 Estes Pkwy, Longview, TX  75602",32.448478,-94.723442
"318 E Loop 281, Longview, TX  75605",32.5420202315,-94.7378017008
"1825 N Belt Line Rd, Mesquite, TX  75149",32.7896232605,-96.5964126587
"1722 W Scyene Rd, Mesquite, TX  75149",32.7681999207,-96.6242141724
"2310 Highway 62 S, Orange, TX  77630",30.1141605377,-93.8203353882
"4212 27th St, Orange, TX  77632",30.12251091,-93.7613677979
"5004 Fairmont Pkwy, Pasadena, TX  77505",29.6492271423,-95.1667709351
"211 Richey St, Pasadena, TX  77506",29.70902,-95.219505
"1740 E Spring Creek Pkwy, Plano, TX  75074",33.0565414429,-96.6884536743
"613 S Jupiter Rd, Plano, TX  75074",33.092610687,-96.6628338397
